id,original_text,aspect_term,aspect_category,similarity,matched_opinions,total_weight,sentiment_prob,context_phrase,opinion_count
268,AHY Sylvi selalu menang dalam hati kami pendukungnya dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>,hati,Agus-Sylvi,0.0,menang,4.0,"[0.9756, 0.0122, 0.0122]",dalam hati kami,1
268,AHY Sylvi selalu menang dalam hati kami pendukungnya dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>,ketar,Anies-Sandi,0.317,membuat,1.0,"[0.7692, 0.1923, 0.0385]",dan ketar ketir,1
270,Masih banyak yang bisa diperbuat AHY Silvy untuk kemaslahatan bangsa ini...,bangsa,Agus-Sylvi,0.0,kemaslahatan,4.0,"[0.9756, 0.0122, 0.0122]",kemaslahatan bangsa ini,1
271,benar kata mas #ahy @AgusYudhoyono #AniesTidakKonsisten #boongYa #DebatFinalPilkadaJKT #menolaklupa,mas,Agus-Sylvi,0.0,kata,-1.0,"[0.0385, 0.1923, 0.7692]",kata mas #,1
272,[HEBOH] Pentolan band Coldplay asal Inggris Chris Martin memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017.,pasangan,Agus-Sylvi,0.5664,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",pada pasangan agus-sylvi,1
274,Karena politik adalah bagian dari kehidupan... meski jangan terlalu banyak <Smiling Face With Smiling Eyes>,politik,Agus-Sylvi,0.0,bagian,-4.0,"[0.0122, 0.0122, 0.9756]",karena politik adalah,1
274,Karena politik adalah bagian dari kehidupan... meski jangan terlalu banyak <Smiling Face With Smiling Eyes>,kehidupan,Agus-Sylvi,0.0,bagian,-4.0,"[0.0122, 0.0122, 0.9756]",dari kehidupan .,1
276,Kemenangan yang tertunda. Belajar dari segala kekalahan.Pernyataan yang bijaksana #AHY,kekalahan,Agus-Sylvi,0.0,belajar,3.0,"[0.9677, 0.0161, 0.0161]",segala kekalahan .pernyataan,1
278,Heboh AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional,ahy,Agus-Sylvi,0.0,heboh,1.0,"[0.7692, 0.1923, 0.0385]",heboh ahy muncul,1
278,Heboh AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional,pilkada,Agus-Sylvi,0.0,tampilan,1.0,"[0.7692, 0.1923, 0.0385]",# pilkada #,1
278,Heboh AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional,penampilan,Agus-Sylvi,0.0,muncul,1.0,"[0.7692, 0.1923, 0.0385]",dengan penampilan baru,1
278,Heboh AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional,tampilan,Agus-Sylvi,0.0,muncul,1.0,"[0.7692, 0.1923, 0.0385]",# tampilan #,1
279,Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan,spanduk,Agus-Sylvi,0.0,pasang,4.0,"[0.9756, 0.0122, 0.0122]",pasang spanduk ahy,1
279,Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan,perbtasan,Agus-Sylvi,0.0,pasang,4.0,"[0.9756, 0.0122, 0.0122]",di perbtasan indonesia,1
279,Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan,pasang,Agus-Sylvi,0.0,mau,5.0,"[0.9804, 0.0098, 0.0098]",mau pasang spanduk,1
281,yang buat polling mbak kami terbuka pemilih #AHY secara pribadi untuk bergabung karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>,polling,Agus-Sylvi,0.0,buat,1.0,"[0.7692, 0.1923, 0.0385]",buat polling mbak,1
281,yang buat polling mbak kami terbuka pemilih #AHY secara pribadi untuk bergabung karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>,pemilih,Agus-Sylvi,0.0,terbuka,3.0,"[0.9677, 0.0161, 0.0161]",terbuka pemilih #,1
281,yang buat polling mbak kami terbuka pemilih #AHY secara pribadi untuk bergabung karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>,mbak,Agus-Sylvi,0.0,bergabung,4.0,"[0.9756, 0.0122, 0.0122]",polling mbak kami,1
282,Sambutan hangat buat pendukung #AHY yang mau bergabung dengan kami <Smiling Face With Smiling Eyes> <FOLDED HANDS>,pendukung,Agus-Sylvi,0.0,sambutan,3.0,"[0.9677, 0.0161, 0.0161]",buat pendukung #,1
283,12. #AHY dan SBY di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat!,massa,Anies-Sandi,0.317,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dan massa demokrat,1
283,12. #AHY dan SBY di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat!,politik,Anies-Sandi,0.317,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dukungan politik dan,1
283,12. #AHY dan SBY di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat!,malu,Anies-Sandi,0.317,merasa,-2.0,"[0.0238, 0.0238, 0.9524]",merasa malu dan,1
284,diberi nikmat bersyukur diberi ujian bersabar.. selamat malam semuanya.. <Face Blowing a Kiss> <Face Blowing a Kiss>,malam,Agus-Sylvi,0.0,selamat,5.0,"[0.9804, 0.0098, 0.0098]",selamat malam semua,1
285,Bangga menjadi bagian dari perjuangannya <Face Blowing a Kiss> <Face Blowing a Kiss> #AHY,perjuangan,Agus-Sylvi,0.0,bagian,-4.0,"[0.0122, 0.0122, 0.9756]",dari perjuangan nya,1
289,Siapapun pemenang nya AHY tetap no 1 dan selalu dihati <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Smiling Eyes> <Smiling Face With Smiling Eyes> <Face Savouring Delicious Food> <Kissing Face With Closed Eyes> <Face Blowing a Kiss> <SMILING FACE WITH HEART-EYES> @agusyudhoyono #AHY #ahy… https://www.instagram.com,pemenang,Agus-Sylvi,0.0,tetap,3.0,"[0.9677, 0.0161, 0.0161]",pun pemenang nya,1
290,Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,rencana,Anies-Sandi,0.317,yakin,3.0,"[0.9677, 0.0161, 0.0161]",yakin rencana dan,1
290,Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,keputusan,Anies-Sandi,0.317,"rencana,baik",5.0,"[0.9804, 0.0098, 0.0098]",dan keputusan allah,2
290,Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,manusia,Agus-Sylvi,0.0,keputusan,4.0,"[0.9756, 0.0122, 0.0122]",keputusan manusia .,1
292,keikhlasan berkorban #AHY tak bakal sia2 non,keikhlasan,Agus-Sylvi,0.0,berkorban,3.0,"[0.9677, 0.0161, 0.0161]",keikhlasan berkorban,1
296,Jika sudah waktu nya akan datang untuk nya ... #AHY,waktu,Agus-Sylvi,0.0,datang,-4.0,"[0.0122, 0.0122, 0.9756]",sudah waktu nya,1
299,Jangan kira skenario AHY cuma untuk menang Pilgub saja? AHY sudah pikirkan matang skenario jika kalah. Kalah pun dia menang sejatinya. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,skenario,Agus-Sylvi,0.0,matang,-2.1,"[0.0227, 0.0227, 0.9545]",kira skenario ahy,0
299,Jangan kira skenario AHY cuma untuk menang Pilgub saja? AHY sudah pikirkan matang skenario jika kalah. Kalah pun dia menang sejatinya. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,sejati,Agus-Sylvi,0.0,menang,4.0,"[0.9756, 0.0122, 0.0122]",menang sejati nya,1
300,Bukan kah #AHY sdh menunjukkan Jiwa besar dalam hasil Pilkada yang sulit sungguh tidak sulit untuk deklarasi ini,deklarasi,Agus-Sylvi,0.0,sulit,-1.5,"[0.0299, 0.0746, 0.8955]",untuk deklarasi ini,0
302,Kalau saja #AhokMenang dalam #PilkadaDKI2017 maka jelas warga DKI cukup cerdas tak mudah diprovokasi isue SARA tapi kok..#GombalinAhok,warga,Agus-Sylvi,0.0,cerdas,-1.2,"[0.0345, 0.1379, 0.8276]",jelas warga dki,0
303,Hari ini kalah di #pilkadadki2017 besok kalah dipengadilan. #penjarakanahok,besok,Agus-Sylvi,0.0,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",pilkadadki2017 besok kalah,1
303,Hari ini kalah di #pilkadadki2017 besok kalah dipengadilan. #penjarakanahok,hari,Agus-Sylvi,0.0,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",hari ini,1
304,Sedih kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya.@basuki_btp #pilkadadki2017 #AhokKalah,warga,Agus-Sylvi,0.0,melayani,3.0,"[0.9677, 0.0161, 0.0161]",melayani warga nya,1
304,Sedih kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya.@basuki_btp #pilkadadki2017 #AhokKalah,sosok,Agus-Sylvi,0.0,kehilangan,-4.0,"[0.0122, 0.0122, 0.9756]",kehilangan sosok gubenur,1
305,Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF #seruji #fokus #pilkadadki2017,seruji,Agus-Sylvi,0.0,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",# seruji #,1
306,Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd #seruji #fokus #pilkadadki2017,pilkadadki2017,Agus-Sylvi,0.0,fokus,3.0,"[0.9677, 0.0161, 0.0161]",# pilkadadki2017,1
307,Langsung deh cuitan curang lah black campaign lah nongol.. Katanya legowo itu demokrasi bukan namanya hahaa #pilkadadki2017,cuitan,Agus-Sylvi,0.0,nongol,-2.0,"[0.0238, 0.0238, 0.9524]",deh cuitan curang,1
307,Langsung deh cuitan curang lah black campaign lah nongol.. Katanya legowo itu demokrasi bukan namanya hahaa #pilkadadki2017,campaign,Agus-Sylvi,0.0,nongol,-2.0,"[0.0238, 0.0238, 0.9524]",black campaign lah,1
307,Langsung deh cuitan curang lah black campaign lah nongol.. Katanya legowo itu demokrasi bukan namanya hahaa #pilkadadki2017,demokrasi,Agus-Sylvi,0.0,kata,1.0,"[0.7692, 0.1923, 0.0385]",itu demokrasi bukan,1
307,Langsung deh cuitan curang lah black campaign lah nongol.. Katanya legowo itu demokrasi bukan namanya hahaa #pilkadadki2017,legowo,Agus-Sylvi,0.0,kata,1.0,"[0.7692, 0.1923, 0.0385]",nya legowo itu,1
308,Hasil TPS RT 011/010 RW 002 di kelurahan Pela Mampang saya sedih lihatnya. #pilkadadki2017 #ahokdjarot,hasil,Agus-Sylvi,0.0,lihat,3.0,"[0.9677, 0.0161, 0.0161]",hasil tps,1
309,#pilkadadki2017 masa tenang aja masih ada yang curang apalagi pemilihan yaa hati2 aja awasin tuh yang kemarin ketahuan bagi2 sembako,masa,Agus-Sylvi,0.0,ada,4.0,"[0.9756, 0.0122, 0.0122]",pilkadadki2017 masa tenang,1
311,Jangan harap Jakarta bebas korupsi kalau suaramu saja masih bisa dibeli #muslimvotemuslim #OTTSembakoAhok #pilihanmumasadepanmu #pilkadadki2,korupsi,Agus-Sylvi,0.0,bebas,4.0,"[0.9756, 0.0122, 0.0122]",bebas korupsi kalau,1
312,Syukur lembar C6 sudah di tangan. Tidak sabar mau colok matanya Ahok. #PilkadaDKI2017,mata,Agus-Sylvi,0.0,colok,-2.0,"[0.0238, 0.0238, 0.9524]",colok mata nya,1
312,Syukur lembar C6 sudah di tangan. Tidak sabar mau colok matanya Ahok. #PilkadaDKI2017,colok,Agus-Sylvi,0.0,mau,-5.0,"[0.0098, 0.0098, 0.9804]",mau colok mata,1
312,Syukur lembar C6 sudah di tangan. Tidak sabar mau colok matanya Ahok. #PilkadaDKI2017,lembar,Agus-Sylvi,0.0,syukur,5.0,"[0.9804, 0.0098, 0.0098]",syukur lembar c6,1
314,#Sembako itu kan rejeki #ahoker kasihan mereka yang sudah dukung #ahokdjarot tapi tidak dapat #sembako . #pilkadadki2017.,ahoker,Agus-Sylvi,0.0,rejeki,4.0,"[0.9756, 0.0122, 0.0122]",# ahoker kasihan,1
314,#Sembako itu kan rejeki #ahoker kasihan mereka yang sudah dukung #ahokdjarot tapi tidak dapat #sembako . #pilkadadki2017.,sembako,Agus-Sylvi,0.0,rejeki,4.0,"[0.9756, 0.0122, 0.0122]",# sembako itu,1
315,Ahokers tukang plintir...lihat nehh!! @basuki_btp @AhokDjarot @WagubDKI @VivaRevolusi @tempodotco @republikaonline #PilkadaDki2017,plintir,Agus-Sylvi,0.0,tukang,-2.0,"[0.0238, 0.0238, 0.9524]",tukang plintir ...lihat,1
316,#SelamatHariSembako kepada warga #Jakarta yang merayakannya. Terima sembakonya jangan pilih pemberinya. #pilkadadki2017 @GunRomli @sahaL_AS,sembako,Agus-Sylvi,0.0,terima,-2.0,"[0.0238, 0.0238, 0.9524]",terima sembako nya,1
316,#SelamatHariSembako kepada warga #Jakarta yang merayakannya. Terima sembakonya jangan pilih pemberinya. #pilkadadki2017 @GunRomli @sahaL_AS,pemberi,Agus-Sylvi,0.0,pilih,2.0,"[0.9524, 0.0238, 0.0238]",pilih pemberi nya,1
319,Kalau saya warga DKI maka saya akan ikut pesan Rasulullah SAW untuk menyerahkan segala sesuatu pada ahlinya. #pilkadadki2017 cc @PartaiSocm,warga,Agus-Sylvi,0.0,saya,-3.0,"[0.0161, 0.0161, 0.9677]",saya warga dki,1
319,Kalau saya warga DKI maka saya akan ikut pesan Rasulullah SAW untuk menyerahkan segala sesuatu pada ahlinya. #pilkadadki2017 cc @PartaiSocm,pesan,Agus-Sylvi,0.0,ikut,-3.0,"[0.0161, 0.0161, 0.9677]",ikut pesan rasulullah,1
320,Kalau Ahok lawannya Djarot aku mungkin pilih Djarot karena memang Ahok perlu belajar lebih baik mengenai humas dan diplomasi #PilkadaDKI201,humas,Anies-Sandi,0.3362,belajar,3.0,"[0.9677, 0.0161, 0.0161]",mengenai humas dan,1
321,#Apakah ini hoaks Ingat Muktamar NU Sudah Wajibkan Nahdliyin Pilih Pemimpin Muslim #PilkadaDKI2017,hoaks,Agus-Sylvi,0.0,ingat,2.0,"[0.9524, 0.0238, 0.0238]",ini hoaks ingat,1
324,Hanya iblis yang ingin menghalang-halangi manusia yang mau beribadah di masjid. Tetap semangat ya pak Djarot...!! #garagaraPILKADA #pilkadaD,pak,Ahok-Djarot,0.4602,semangat,4.0,"[0.9756, 0.0122, 0.0122]",ya pak djarot,1
326,Aneh dan makin aneh.. Sesama umat sendiri di usir #PILKADA #pilkadadki2017,usir,Agus-Sylvi,0.0,umat,3.0,"[0.9677, 0.0161, 0.0161]",di usir #,1
327,bagi2 sembako gratis tim @basuki_btp itu melanggar Pasal 73 Ayat 1 UU No.10 Thn 2016 #pilkadadki2017,pasal,Agus-Sylvi,0.0,melanggar,-5.0,"[0.0098, 0.0098, 0.9804]",melanggar pasal 73,1
327,bagi2 sembako gratis tim @basuki_btp itu melanggar Pasal 73 Ayat 1 UU No.10 Thn 2016 #pilkadadki2017,bagi2,Agus-Sylvi,0.0,melanggar,-5.0,"[0.0098, 0.0098, 0.9804]",bagi2 sembako,1
329,kemungkinan yang saya lihat #Ahok kalah di #pilkadadki2017 lebih besar daripada menang.,kemungkinan,Agus-Sylvi,0.0,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",kemungkinan yang,1
332,http://youtu.be/NkMX90Am3aY Virall.bocah ini injak2 baju kotak2 karena merasa kecewa #WINGSTourInJakarta #pilkadadki2017 #FreeAhok,kecewa,Agus-Sylvi,0.0,merasa,-2.0,"[0.0238, 0.0238, 0.9524]",merasa kecewa #,1
332,http://youtu.be/NkMX90Am3aY Virall.bocah ini injak2 baju kotak2 karena merasa kecewa #WINGSTourInJakarta #pilkadadki2017 #FreeAhok,kotak2,Agus-Sylvi,0.0,baju,2.0,"[0.9524, 0.0238, 0.0238]",baju kotak2 karena,1
333,Turun pangkat saja @ahok Jakarta tidak butuh penista agama seperti kamu iya kamu,penista,Agus-Sylvi,0.0,butuh,5.0,"[0.9804, 0.0098, 0.0098]",butuh penista agama,1
333,Turun pangkat saja @ahok Jakarta tidak butuh penista agama seperti kamu iya kamu,pangkat,Agus-Sylvi,0.0,turun,-1.0,"[0.0385, 0.1923, 0.7692]",turun pangkat saja,1
334,Mulut #ahokers semakin jorok itu pertanda suara Anies semakin kuat di #pilkadaDKI2017 #YangBikinBerantem,suara,Anies-Sandi,0.5368,pertanda,4.0,"[0.9756, 0.0122, 0.0122]",pertanda suara anies,1
334,Mulut #ahokers semakin jorok itu pertanda suara Anies semakin kuat di #pilkadaDKI2017 #YangBikinBerantem,pertanda,Agus-Sylvi,0.0,mulut,-1.0,"[0.0385, 0.1923, 0.7692]",itu pertanda suara,1
337,Sedihnya hari ini Indonesia hanya sebatas Jakarta Bhinneka hanya sebatas soal Ahok semata #SaveJakarta #SaveNKRI #1000lilin #AhokDjarot,ahok,Ahok-Djarot,0.4602,soal,-1.0,"[0.0385, 0.1923, 0.7692]",soal ahok semata,1
337,Sedihnya hari ini Indonesia hanya sebatas Jakarta Bhinneka hanya sebatas soal Ahok semata #SaveJakarta #SaveNKRI #1000lilin #AhokDjarot,hari,Agus-Sylvi,0.0,sedih,-5.0,"[0.0098, 0.0098, 0.9804]",nya hari ini,1
339,Kami sangat rasa kehilangan bapak ahok #ahok #ahokdjarot #teman #temanahokfair #temanahok https://www.instagram.com/p/BT8dsSfhP3L/,bapak,Ahok-Djarot,0.4602,kehilangan,-4.0,"[0.0122, 0.0122, 0.9756]",kehilangan bapak ahok,1
339,Kami sangat rasa kehilangan bapak ahok #ahok #ahokdjarot #teman #temanahokfair #temanahok https://www.instagram.com/p/BT8dsSfhP3L/,rasa,Agus-Sylvi,0.0,kehilangan,-4.0,"[0.0122, 0.0122, 0.9756]",sangat rasa kehilangan,1
340,Ohh jadi mereka itu tertib karena #AhokDjarot ya terus ada gub baru mereka tidak tertib lagi,gub,Agus-Sylvi,0.0,ada,-4.0,"[0.0122, 0.0122, 0.9756]",ada gub baru,1
342,Lihat raut wajah bpk Djarot bikin miris. Sabar & kuatkan @AhokDjarot @basuki_btp #IndonesiaBerkabung #AhokDjarot,raut,Agus-Sylvi,0.0,lihat,3.0,"[0.9677, 0.0161, 0.0161]",lihat raut wajah,1
343,"Remuk negara nyata dalam ""pembohongan"". Sangat nyata.... masih belum terasa? Sejak dulu dan saat ini. Mulai Pakai OTAK. #Ahok #AhokDjarot",negara,Agus-Sylvi,0.0,remuk,-4.0,"[0.0122, 0.0122, 0.9756]",remuk negara nyata,1
344,Orang2 tidak tahu diri.Ikut pakai sarana umum tapi hina gubernurnya sendiri! #riphukum #RIPJusticeInIndonesia #AhokDjarot #AhokIsHope,orang2,Agus-Sylvi,0.0,tahu,-4.0,"[0.0122, 0.0122, 0.9756]",orang2 tidak,1
344,Orang2 tidak tahu diri.Ikut pakai sarana umum tapi hina gubernurnya sendiri! #riphukum #RIPJusticeInIndonesia #AhokDjarot #AhokIsHope,riphukum,Agus-Sylvi,0.0,tahu,-4.0,"[0.0122, 0.0122, 0.9756]",# riphukum #,1
344,Orang2 tidak tahu diri.Ikut pakai sarana umum tapi hina gubernurnya sendiri! #riphukum #RIPJusticeInIndonesia #AhokDjarot #AhokIsHope,gubernur,Anies-Sandi,0.317,hina,-5.0,"[0.0098, 0.0098, 0.9804]",hina gubernur nya,1
345,Remuk hatiku lihat Beliau #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope,hati,Agus-Sylvi,0.0,lihat,3.0,"[0.9677, 0.0161, 0.0161]",remuk hati ku,1
346,Ya beginilah politik Indonesia jaman sekarang.. Menyedihkan!! #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope,sekarang,Agus-Sylvi,0.0,jaman,-2.0,"[0.0238, 0.0238, 0.9524]",jaman sekarang .,1
346,Ya beginilah politik Indonesia jaman sekarang.. Menyedihkan!! #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope,jaman,Agus-Sylvi,0.0,politik,-1.0,"[0.0385, 0.1923, 0.7692]",indonesia jaman sekarang,1
347,Mental Tempe jadi benci Hukum Indonesa mental BadJa terus berjuang. #indonesia #indonesiasatu #pancasila #AhokDjarot #AhokIsHope #Ahok,benci,Agus-Sylvi,0.0,jadi,1.0,"[0.7692, 0.1923, 0.0385]",jadi benci hukum,1
348,Kematian hukum kebenaran di Indonesia #saveahok #ripjusticeindonesia #ahokdjarot #RIPJUSTICEINDONESIA #tegakkankebenaran,saveahok,Agus-Sylvi,0.0,kematian,-5.0,"[0.0098, 0.0098, 0.9804]",# saveahok #,1
348,Kematian hukum kebenaran di Indonesia #saveahok #ripjusticeindonesia #ahokdjarot #RIPJUSTICEINDONESIA #tegakkankebenaran,hukum,Agus-Sylvi,0.0,kematian,-5.0,"[0.0098, 0.0098, 0.9804]",kematian hukum kebenaran,1
348,Kematian hukum kebenaran di Indonesia #saveahok #ripjusticeindonesia #ahokdjarot #RIPJUSTICEINDONESIA #tegakkankebenaran,kebenaran,Agus-Sylvi,0.0,hukum,3.0,"[0.9677, 0.0161, 0.0161]",hukum kebenaran di,1
349,Ada tangis sedih Pak Djarot pd #ParadeNyanyianUntukAhok yg dipimpin @addiems di Balai Kota. Cek http://goo.gl/7iUqa0 #AhokDjarot,tangis,Agus-Sylvi,0.0,ada,4.0,"[0.9756, 0.0122, 0.0122]",ada tangis sedih,1
350,Lebih mulia buruh di Sidoarjo dari pada buruh yang demo dan bakar2 karangan bunga pemberian masyarakat untuk pak #AhokDjarot,pak,Agus-Sylvi,0.0,pemberian,2.0,"[0.9524, 0.0238, 0.0238]",untuk pak #,1
350,Lebih mulia buruh di Sidoarjo dari pada buruh yang demo dan bakar2 karangan bunga pemberian masyarakat untuk pak #AhokDjarot,masyarakat,Agus-Sylvi,0.0,pemberian,2.0,"[0.9524, 0.0238, 0.0238]",pemberian masyarakat untuk,1
350,Lebih mulia buruh di Sidoarjo dari pada buruh yang demo dan bakar2 karangan bunga pemberian masyarakat untuk pak #AhokDjarot,bakar2,Anies-Sandi,0.317,demo,-3.0,"[0.0161, 0.0161, 0.9677]",dan bakar2 karangan,1
350,Lebih mulia buruh di Sidoarjo dari pada buruh yang demo dan bakar2 karangan bunga pemberian masyarakat untuk pak #AhokDjarot,pemberian,Agus-Sylvi,0.0,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",bunga pemberian masyarakat,1
350,Lebih mulia buruh di Sidoarjo dari pada buruh yang demo dan bakar2 karangan bunga pemberian masyarakat untuk pak #AhokDjarot,bunga,Agus-Sylvi,0.0,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga pemberian,1
357,Takjub sebegitu besarnya cinta warga DKI pada #AhokDjarot geli sama kalimat-kalimat dalam #karanganbungaahok .,warga,Agus-Sylvi,0.0,cinta,3.0,"[0.9677, 0.0161, 0.0161]",cinta warga dki,1
357,Takjub sebegitu besarnya cinta warga DKI pada #AhokDjarot geli sama kalimat-kalimat dalam #karanganbungaahok .,kalimat-kalimat,Agus-Sylvi,0.0,geli,-2.0,"[0.0238, 0.0238, 0.9524]",sama kalimat-kalimat dalam,1
357,Takjub sebegitu besarnya cinta warga DKI pada #AhokDjarot geli sama kalimat-kalimat dalam #karanganbungaahok .,cinta,Agus-Sylvi,0.0,geli,-2.0,"[0.0238, 0.0238, 0.9524]",nya cinta warga,1
358,Yah namanya juga manusia suka khilaf. Yang paling disayang A...yang diajak buat komitment B paling ujung-ujungnya nyesel. #AhokDjarot,manusia,Agus-Sylvi,0.0,suka,3.0,"[0.9677, 0.0161, 0.0161]",juga manusia suka,1
358,Yah namanya juga manusia suka khilaf. Yang paling disayang A...yang diajak buat komitment B paling ujung-ujungnya nyesel. #AhokDjarot,nama,Agus-Sylvi,0.0,suka,3.0,"[0.9677, 0.0161, 0.0161]",yah nama nya,1
358,Yah namanya juga manusia suka khilaf. Yang paling disayang A...yang diajak buat komitment B paling ujung-ujungnya nyesel. #AhokDjarot,komitment,Agus-Sylvi,0.0,diajak,1.0,"[0.7692, 0.1923, 0.0385]",buat komitment b,1
359,Salah satu faktor kekalahan kita adalah kurang kompak dalam memukul balik isu agama #AhokDjarot,isu,Agus-Sylvi,0.0,balik,-3.0,"[0.0161, 0.0161, 0.9677]",balik isu agama,1
359,Salah satu faktor kekalahan kita adalah kurang kompak dalam memukul balik isu agama #AhokDjarot,agama,Agus-Sylvi,0.0,isu,-1.0,"[0.0385, 0.1923, 0.7692]",isu agama #,1
359,Salah satu faktor kekalahan kita adalah kurang kompak dalam memukul balik isu agama #AhokDjarot,kekalahan,Agus-Sylvi,0.0,faktor,-4.0,"[0.0122, 0.0122, 0.9756]",faktor kekalahan kita,1
360,#AhokDjarot untuk yang menang kerja aja dulu jangan banyak nuntut. Belom belom kok banyak maunya. #Jakarta #tanyakenapa,kerja,Agus-Sylvi,0.0,menang,-4.0,"[0.0122, 0.0122, 0.9756]",menang kerja aja,1
361,Enak sih nanti gubernur baru ini tinggal terima rapi #semangat #AhokDjarot,gubernur,Anies-Sandi,0.317,tinggal,1.0,"[0.7692, 0.1923, 0.0385]",nanti gubernur baru,1
361,Enak sih nanti gubernur baru ini tinggal terima rapi #semangat #AhokDjarot,sih,Agus-Sylvi,0.0,enak,5.0,"[0.9804, 0.0098, 0.0098]",enak sih nanti,1
361,Enak sih nanti gubernur baru ini tinggal terima rapi #semangat #AhokDjarot,semangat,Agus-Sylvi,0.0,terima,2.0,"[0.9524, 0.0238, 0.0238]",# semangat #,1
362,Bukti #AhokDjarot ..begtiu dicintai warganya Namun kalah terhornat karna Kelicikan yang menjijikan dari Lawanya..,terhornat,Agus-Sylvi,0.0,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",kalah terhornat karna,1
362,Bukti #AhokDjarot ..begtiu dicintai warganya Namun kalah terhornat karna Kelicikan yang menjijikan dari Lawanya..,kelicikan,Agus-Sylvi,0.0,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",karna kelicikan yang,1
